n_rpm,fz_mm,ap_mm,ae_mm,vib_x_mean_abs,vib_x_std,vib_x_rms,vib_x_peak,vib_y_mean_abs,vib_y_std,vib_y_rms,vib_y_peak,vib_z_mean_abs,vib_z_std,vib_z_rms,vib_z_peak,Ra_um,harm_1,harm_2,harm_3,harm_4,harm_5,harm_6,harm_7,harm_8
2373.55,0.1054,1.403,5.896,0.24022,0.275535,0.275548,0.503686,0.155654,0.191811,0.191834,0.376393,0.098208,0.109744,0.109756,0.177232,1.45,1.582296,0.593336,0.390668,0.232279,0.17297,0.127477,0.096232,0.091616
744.45,0.0937,1.311,1.184,0.093596,0.10271,0.102712,0.179223,0.062585,0.071959,0.071959,0.137291,0.034009,0.041125,0.041125,0.074989,0.891,0.950003,0.319279,0.189804,0.130279,0.096697,0.068938,0.060845,0.048831
2894.27,0.081,0.677,1.105,0.038233,0.044007,0.044008,0.084623,0.025071,0.030893,0.030895,0.052957,0.015512,0.017613,0.017614,0.033768,0.3321,0.330239,0.139702,0.076495,0.054706,0.040955,0.029459,0.025039,0.018246
1244.82,0.0295,2.123,1.849,0.058215,0.065664,0.065693,0.107379,0.040149,0.045809,0.045824,0.0781,0.023326,0.026123,0.026129,0.043169,0.2165,0.246139,0.089916,0.065027,0.037749,0.027846,0.021278,0.017354,0.012932
1726.77,0.0976,1.614,4.01,0.20083,0.239268,0.239293,0.420823,0.152651,0.168976,0.168989,0.267159,0.080684,0.095948,0.095956,0.198967,1.3817,1.39733,0.589776,0.344881,0.207188,0.156373,0.118693,0.103738,0.08359
2529.31,0.0299,2.098,6.866,0.105536,0.126656,0.126657,0.234237,0.076845,0.088496,0.088498,0.149377,0.044632,0.050468,0.05047,0.09929,0.3965,0.470119,0.180962,0.110569,0.07023,0.04996,0.040048,0.035675,0.028075
651.42,0.0881,2.653,4.907,0.349877,0.39881,0.399117,0.684232,0.249758,0.277092,0.277178,0.485991,0.128045,0.156155,0.156221,0.337599,2.0015,2.157955,0.826258,0.486357,0.30428,0.252586,0.186033,0.133796,0.121207
1364.24,0.1297,2.155,6.285,0.46865,0.541258,0.541326,0.954267,0.322377,0.374585,0.374587,0.677016,0.173415,0.213868,0.213868,0.457478,2.63,3.105194,0.978321,0.601858,0.45444,0.297326,0.24119,0.203285,0.15557
2992.84,0.048,1.0,2.456,0.048866,0.057681,0.057681,0.099856,0.034971,0.040433,0.040433,0.073297,0.019487,0.023103,0.023103,0.046215,0.2945,0.333783,0.132224,0.077431,0.048396,0.03321,0.027473,0.022,0.016914
973.02,0.0586,1.296,4.485,0.103362,0.123672,0.123774,0.227394,0.073372,0.085213,0.085256,0.155917,0.042311,0.049675,0.049679,0.103936,0.6419,0.679373,0.263015,0.151328,0.096548,0.072775,0.056624,0.042347,0.040059
2666.73,0.1128,0.541,6.397,0.110301,0.118722,0.118722,0.176128,0.069395,0.082101,0.082117,0.157489,0.038482,0.047487,0.047488,0.097374,0.8723,0.96977,0.401091,0.189505,0.147296,0.093916,0.079035,0.061464,0.05131
1613.58,0.0807,2.077,4.728,0.253891,0.276483,0.276614,0.475408,0.155355,0.19271,0.192809,0.401438,0.09056,0.112945,0.112948,0.226994,1.2491,1.395126,0.533107,0.283862,0.222071,0.161213,0.108773,0.09672,0.074915
1361.76,0.1049,2.201,6.985,0.435711,0.468498,0.468516,0.681492,0.295611,0.326929,0.326933,0.495782,0.159168,0.187689,0.187699,0.313089,2.0773,2.451798,0.898979,0.441495,0.345942,0.253134,0.192354,0.156055,0.115003
2338.91,0.0702,0.846,1.092,0.038628,0.047315,0.047331,0.093122,0.029679,0.033148,0.033149,0.05408,0.016822,0.0192,0.0192,0.035398,0.3469,0.389398,0.132755,0.069679,0.048642,0.038241,0.027788,0.02462,0.019685
1378.01,0.1278,1.416,1.774,0.171276,0.184915,0.184954,0.310288,0.114313,0.131082,0.131139,0.238473,0.064238,0.075377,0.075419,0.157037,1.2288,1.180059,0.490287,0.286102,0.182251,0.136468,0.107674,0.092256,0.066326
1041.71,0.1475,1.474,5.79,0.362017,0.402779,0.402779,0.659773,0.242424,0.281971,0.281971,0.490144,0.135827,0.160175,0.160183,0.280781,2.1567,2.477655,0.908932,0.528165,0.344744,0.236923,0.185426,0.130685,0.124814
2149.77,0.0654,2.0,4.396,0.177744,0.210368,0.210368,0.411568,0.128934,0.147292,0.147307,0.257513,0.076043,0.084377,0.084392,0.134698,0.817,0.894188,0.363606,0.218758,0.15316,0.114012,0.073563,0.065767,0.045412
2358.81,0.1029,0.829,2.929,0.088224,0.111387,0.111407,0.200724,0.065413,0.0783,0.07831,0.132821,0.038874,0.044473,0.044483,0.090541,0.8141,0.837843,0.336977,0.183585,0.139498,0.087685,0.072353,0.054904,0.048359
2193.12,0.0227,2.265,2.397,0.05446,0.060834,0.060847,0.113558,0.035822,0.042394,0.04241,0.086788,0.022586,0.024389,0.024391,0.039417,0.2028,0.230837,0.080448,0.056012,0.03463,0.027651,0.022198,0.017237,0.013143
2090.23,0.0683,0.964,4.486,0.095425,0.106634,0.106637,0.187226,0.063333,0.075144,0.075144,0.134261,0.036181,0.042954,0.042954,0.077007,0.4777,0.478327,0.204985,0.113284,0.081942,0.067942,0.045289,0.035024,0.031536
2672.08,0.1054,0.623,3.419,0.077569,0.093664,0.093664,0.163155,0.056903,0.065533,0.065533,0.105474,0.03175,0.037407,0.037408,0.075353,0.707,0.778243,0.281188,0.157583,0.110173,0.082688,0.060064,0.054213,0.037219
955.35,0.1133,1.029,1.689,0.094604,0.118179,0.11835,0.240845,0.071623,0.081885,0.081916,0.150527,0.041656,0.04584,0.04584,0.07073,0.9279,0.876464,0.368711,0.22881,0.130861,0.099409,0.079639,0.066738,0.045164
2745.22,0.0841,1.235,6.916,0.181607,0.209779,0.209813,0.346973,0.131231,0.147091,0.147091,0.256577,0.074932,0.083275,0.083276,0.154723,0.9831,1.095566,0.423193,0.236248,0.154859,0.12675,0.087799,0.080728,0.059793
1462.91,0.1112,0.882,3.589,0.124293,0.142363,0.142411,0.25758,0.089565,0.099966,0.099975,0.172063,0.050283,0.05645,0.056483,0.090174,1.0615,1.11717,0.393822,0.241166,0.164388,0.113242,0.093338,0.072601,0.054012
2707.33,0.0964,1.877,3.966,0.23901,0.276371,0.276372,0.506542,0.169072,0.193507,0.193507,0.335105,0.091637,0.110936,0.110938,0.232399,1.2098,1.325848,0.538544,0.293845,0.218354,0.145729,0.124464,0.087739,0.069027
1491.46,0.0783,1.613,1.114,0.089273,0.102532,0.102532,0.201492,0.061744,0.071554,0.071556,0.130644,0.036694,0.040956,0.040956,0.070789,0.699,0.767308,0.277296,0.185102,0.102973,0.074858,0.056064,0.048819,0.035963
2096.46,0.0939,1.463,1.491,0.106493,0.128825,0.128825,0.280352,0.078596,0.090101,0.090101,0.182999,0.043912,0.051521,0.051521,0.090405,0.8064,0.885191,0.322581,0.212826,0.128897,0.091376,0.067275,0.053872,0.04201
977.61,0.0743,0.788,1.219,0.044005,0.048806,0.048814,0.08187,0.030364,0.035042,0.035099,0.064511,0.017389,0.019558,0.019589,0.032502,0.3887,0.427288,0.148264,0.083813,0.049087,0.038647,0.032975,0.025772,0.022555
744.52,0.0536,1.768,5.441,0.152156,0.170332,0.170332,0.261791,0.103204,0.119194,0.119194,0.208221,0.058768,0.067776,0.067779,0.132191,0.8022,0.849987,0.373366,0.198251,0.142388,0.09077,0.071759,0.048064,0.0482
2271.12,0.1407,2.172,7.894,0.562803,0.658502,0.658527,1.208715,0.382664,0.460679,0.460686,0.980225,0.226412,0.265409,0.265436,0.520798,2.659,2.985504,1.135187,0.641318,0.408459,0.353449,0.282302,0.22024,0.157593
2815.9,0.1061,0.786,4.336,0.119745,0.133905,0.133905,0.234291,0.083285,0.093588,0.093588,0.179768,0.047169,0.053402,0.053404,0.107107,0.8925,0.992538,0.384123,0.203934,0.163828,0.101903,0.075561,0.064109,0.055847
2218.19,0.0452,2.134,7.308,0.172227,0.199627,0.199651,0.322297,0.116569,0.140351,0.140359,0.262117,0.070296,0.079818,0.079823,0.135484,0.6593,0.709368,0.312494,0.182904,0.132267,0.084998,0.068723,0.052922,0.042563
2400.21,0.1443,2.857,6.696,0.725628,0.818745,0.818745,1.398355,0.504916,0.573092,0.573092,0.966935,0.270591,0.327495,0.327495,0.623937,3.1243,3.282443,1.436702,0.767473,0.523746,0.434618,0.310603,0.225253,0.207456
1112.71,0.0664,1.626,5.398,0.159496,0.191586,0.191836,0.407115,0.111901,0.135614,0.135614,0.272932,0.065622,0.077456,0.077491,0.133297,0.8998,0.954791,0.328555,0.196121,0.154336,0.101393,0.075451,0.069364,0.055464
2898.78,0.1492,1.561,5.073,0.366912,0.402096,0.402098,0.647699,0.251605,0.281559,0.281592,0.47723,0.134726,0.161122,0.16114,0.281831,1.9955,2.106444,0.924181,0.464527,0.314251,0.241678,0.195192,0.149424,0.130266
614.7,0.1092,1.12,6.994,0.21935,0.246079,0.246086,0.436605,0.149414,0.17201,0.172016,0.283437,0.090837,0.100477,0.100533,0.155573,1.9038,1.906096,0.739441,0.377792,0.279369,0.221486,0.145857,0.115499,0.083524
1172.93,0.0771,1.194,7.399,0.169726,0.191822,0.191876,0.348742,0.118158,0.1334,0.13346,0.211403,0.064257,0.076752,0.076768,0.147195,0.9673,1.098608,0.35119,0.222276,0.159128,0.117556,0.091781,0.060392,0.052077
953.73,0.0864,2.721,4.51,0.337438,0.38833,0.388962,0.754194,0.226358,0.264259,0.264267,0.486292,0.130587,0.150146,0.150197,0.284561,1.505,1.636215,0.582113,0.388532,0.282598,0.185319,0.137624,0.109997,0.092775
2346.83,0.0945,1.309,6.502,0.199448,0.240357,0.240417,0.450032,0.146197,0.169454,0.169462,0.305516,0.086629,0.09754,0.097544,0.159429,1.1972,1.428482,0.509652,0.318837,0.201969,0.128211,0.09586,0.089947,0.066524
1032.96,0.0951,2.629,5.116,0.374997,0.436302,0.436321,0.847114,0.246549,0.303256,0.303307,0.608468,0.155806,0.17383,0.173849,0.306645,2.0277,2.30903,0.895802,0.51646,0.332417,0.236028,0.178554,0.138324,0.112917
2020.11,0.0674,1.9,2.189,0.128023,0.146479,0.146543,0.268447,0.088956,0.102441,0.102464,0.198884,0.053961,0.058227,0.058228,0.090115,0.6884,0.743791,0.299129,0.157747,0.112151,0.088212,0.065063,0.050121,0.035925
887.17,0.0683,0.54,4.828,0.052736,0.062394,0.062397,0.113013,0.03819,0.043526,0.04353,0.088886,0.021057,0.024666,0.024672,0.045032,0.5606,0.535973,0.222608,0.12486,0.078756,0.0606,0.0469,0.03517,0.026712
2428.77,0.0546,1.008,3.764,0.075299,0.081596,0.081597,0.123873,0.051339,0.057665,0.057672,0.095724,0.029105,0.032915,0.032919,0.054229,0.4142,0.410893,0.151883,0.09025,0.070235,0.05008,0.041102,0.028554,0.02383
1669.76,0.0708,2.086,6.509,0.25319,0.288535,0.288549,0.500498,0.172044,0.201488,0.201491,0.360409,0.101985,0.115063,0.115064,0.176335,1.3185,1.511844,0.581676,0.353398,0.217934,0.156,0.123172,0.096168,0.084131
1851.18,0.0264,2.137,4.302,0.076498,0.089732,0.089749,0.179838,0.058393,0.063404,0.063431,0.106433,0.030975,0.035699,0.035699,0.069551,0.3059,0.35188,0.143399,0.07538,0.05979,0.039098,0.031154,0.024178,0.01994
1467.33,0.1499,1.268,5.213,0.28597,0.333991,0.334043,0.694268,0.21537,0.233619,0.233663,0.390388,0.110275,0.132108,0.132163,0.250741,1.9864,2.01835,0.838189,0.48368,0.33809,0.230942,0.168815,0.134245,0.101118
1194.78,0.1327,0.921,5.863,0.18905,0.227628,0.227628,0.436239,0.138493,0.158789,0.158791,0.299037,0.079744,0.091052,0.091052,0.147812,1.3297,1.528237,0.535684,0.330276,0.208204,0.147385,0.11429,0.096575,0.073008
2916.62,0.1122,1.818,4.846,0.288656,0.34633,0.346397,0.741636,0.218487,0.242609,0.242633,0.447658,0.118242,0.136908,0.136908,0.233827,1.621,2.020467,0.69453,0.364868,0.256746,0.21846,0.168304,0.126716,0.101911
1346.29,0.1245,1.309,5.899,0.254917,0.304167,0.304167,0.543054,0.186961,0.212736,0.212736,0.349155,0.105598,0.121559,0.121559,0.232395,1.7091,2.054247,0.65294,0.39637,0.260647,0.205109,0.142553,0.11127,0.092813
2538.96,0.0752,2.056,1.932,0.14798,0.165109,0.16511,0.310837,0.10077,0.11567,0.11567,0.200889,0.058317,0.066032,0.066032,0.113245,0.7547,0.801942,0.330248,0.16917,0.133255,0.099167,0.078017,0.051846,0.047477
655.23,0.099,1.022,4.46,0.146901,0.167839,0.168209,0.318335,0.103393,0.116082,0.116534,0.203179,0.052388,0.064089,0.064108,0.119955,1.1981,1.182345,0.532988,0.260974,0.176078,0.140401,0.097368,0.079934,0.064863
2441.24,0.1398,2.582,7.895,0.684761,0.776066,0.776141,1.360985,0.497911,0.543101,0.543153,0.830693,0.274337,0.310622,0.310625,0.570396,3.4126,3.664675,1.495089,0.844712,0.568552,0.413417,0.298653,0.249121,0.219659
1022.84,0.0422,0.838,1.201,0.024226,0.030055,0.030056,0.061397,0.018679,0.02093,0.02093,0.034788,0.01047,0.011872,0.011877,0.020461,0.2136,0.205129,0.084728,0.048448,0.032172,0.019906,0.018896,0.014711,0.011747
957.97,0.0632,1.314,6.263,0.138474,0.161891,0.162136,0.276846,0.095219,0.110034,0.110034,0.232802,0.055749,0.064239,0.064279,0.110239,0.7667,0.841154,0.335356,0.182049,0.114475,0.08724,0.065701,0.051502,0.042892
766.24,0.1017,2.705,5.63,0.448055,0.50746,0.507715,0.840615,0.311609,0.352517,0.352639,0.585424,0.173164,0.198533,0.198539,0.320689,2.3212,2.677024,0.881465,0.492316,0.363042,0.283507,0.218519,0.167408,0.13415
2069.32,0.0817,1.852,2.651,0.167122,0.189392,0.189405,0.315151,0.119136,0.132748,0.132754,0.217686,0.06285,0.076138,0.076138,0.145444,0.9037,0.948491,0.371874,0.223957,0.152706,0.096213,0.082941,0.072299,0.05791
2200.99,0.0387,0.64,5.431,0.039165,0.044416,0.044422,0.074486,0.02576,0.031126,0.031129,0.066607,0.015701,0.017746,0.017749,0.035354,0.2007,0.239101,0.082989,0.051074,0.032914,0.025846,0.019739,0.014905,0.01231
1911.57,0.1205,2.511,1.008,0.204633,0.232902,0.232936,0.370141,0.140112,0.16246,0.162504,0.286417,0.08144,0.093678,0.093685,0.164435,1.3927,1.512338,0.553346,0.317327,0.228996,0.156347,0.125046,0.095929,0.080088
1687.75,0.0787,1.871,4.971,0.216346,0.25186,0.251924,0.467851,0.155374,0.177434,0.177503,0.316424,0.089209,0.101405,0.101446,0.165411,1.14,1.381278,0.492936,0.278938,0.189745,0.119102,0.099145,0.080229,0.072078
2570.52,0.0937,2.288,1.997,0.20727,0.232193,0.232197,0.390006,0.147794,0.163002,0.163009,0.263741,0.085346,0.092841,0.092843,0.154463,1.1548,1.089277,0.483457,0.298295,0.18135,0.140148,0.118268,0.090046,0.066504
1302.64,0.0426,1.749,4.807,0.10043,0.124839,0.124934,0.248713,0.07829,0.086533,0.08663,0.146215,0.046293,0.050373,0.050383,0.081936,0.5374,0.577486,0.24534,0.120568,0.090129,0.061386,0.046876,0.038386,0.028172
2987.05,0.053,0.83,7.102,0.080849,0.089994,0.089994,0.144185,0.051539,0.063028,0.063029,0.13148,0.031187,0.035877,0.035878,0.062272,0.4627,0.481589,0.19899,0.119752,0.07766,0.05661,0.045969,0.033833,0.029261
1609.79,0.0825,1.966,4.089,0.20654,0.249728,0.249842,0.459654,0.15773,0.177506,0.177519,0.288231,0.080028,0.10002,0.100062,0.182051,1.2474,1.403392,0.529706,0.302795,0.185031,0.14292,0.114705,0.079119,0.067384
1268.1,0.1357,2.935,4.499,0.552874,0.65357,0.654064,1.259073,0.388367,0.455844,0.456144,0.841016,0.236089,0.257302,0.257361,0.409135,3.0793,3.243729,1.33437,0.728385,0.495541,0.359968,0.278508,0.214934,0.197243
548.27,0.0678,1.55,1.066,0.074755,0.084959,0.085061,0.157636,0.054323,0.058832,0.058973,0.101018,0.029959,0.034024,0.034077,0.067628,0.6373,0.696923,0.238252,0.141276,0.102045,0.062628,0.055196,0.042696,0.03427
2648.45,0.1128,2.166,5.48,0.404853,0.440913,0.440939,0.744692,0.25891,0.307988,0.308015,0.559921,0.15705,0.175579,0.175607,0.300623,1.9445,2.129611,0.803464,0.539075,0.297966,0.248248,0.201293,0.1468,0.111192
1027.28,0.0838,1.633,7.694,0.253962,0.290004,0.290107,0.474977,0.180078,0.20581,0.205816,0.377666,0.099295,0.113872,0.113958,0.229846,1.3159,1.577317,0.557072,0.306955,0.225626,0.161721,0.127322,0.090779,0.072398
1838.91,0.0975,2.581,6.544,0.435869,0.498508,0.498706,0.819322,0.288271,0.343054,0.34306,0.634125,0.18241,0.198182,0.198213,0.29453,2.1852,2.5261,1.017011,0.542672,0.340177,0.267958,0.195211,0.168955,0.138167
756.86,0.0824,1.352,1.823,0.104967,0.114883,0.114884,0.200288,0.069181,0.080426,0.080426,0.153952,0.039127,0.04594,0.04594,0.08643,0.7715,0.897089,0.316409,0.163673,0.106739,0.079735,0.065074,0.054472,0.04159
2317.27,0.1089,1.7,7.769,0.327303,0.398025,0.398044,0.824541,0.238484,0.276763,0.27685,0.473211,0.130239,0.157638,0.15768,0.343813,1.7902,2.186942,0.721284,0.456509,0.311559,0.23304,0.167885,0.133846,0.110711
2202.27,0.0313,1.451,7.222,0.081182,0.093135,0.093139,0.166734,0.057953,0.065634,0.065641,0.118035,0.032665,0.037336,0.037346,0.066253,0.3203,0.344013,0.144094,0.087115,0.055043,0.040142,0.033512,0.027806,0.020396
1737.28,0.0687,2.134,2.8,0.166846,0.188066,0.18817,0.311801,0.107517,0.13227,0.132324,0.275855,0.064603,0.075837,0.075861,0.146864,1.009,1.102112,0.410562,0.265729,0.16092,0.111288,0.08836,0.06669,0.056015
2533.31,0.037,1.172,7.578,0.079515,0.091757,0.091759,0.167682,0.05313,0.064272,0.064273,0.118723,0.032592,0.036737,0.036737,0.061899,0.3967,0.446962,0.189447,0.091258,0.065287,0.0448,0.04221,0.031941,0.023977
1741.87,0.0405,1.086,2.838,0.051066,0.057544,0.057546,0.095949,0.032924,0.040092,0.040102,0.083703,0.01918,0.022734,0.022735,0.043088,0.2782,0.29972,0.121497,0.067696,0.041873,0.032951,0.026531,0.019125,0.017213
1556.34,0.1433,2.177,2.531,0.344583,0.377636,0.377651,0.669105,0.227028,0.266611,0.266744,0.467221,0.135676,0.152383,0.152474,0.266026,2.1582,2.477825,1.014915,0.464219,0.352487,0.248467,0.169228,0.146172,0.119983
1876.75,0.1119,2.696,4.346,0.430279,0.484784,0.484973,0.8509,0.312074,0.336519,0.336582,0.580776,0.16968,0.191625,0.191627,0.322132,2.1277,2.406812,1.033899,0.5433,0.32615,0.261745,0.217017,0.167546,0.131883
2742.47,0.0886,2.604,4.131,0.305887,0.362182,0.362224,0.74362,0.216905,0.251739,0.251757,0.460306,0.119313,0.143628,0.143636,0.301489,1.3527,1.57211,0.604931,0.321589,0.218848,0.168656,0.127206,0.101589,0.07536
2086.69,0.0398,2.453,2.2,0.092473,0.109967,0.109975,0.236557,0.065937,0.077926,0.077926,0.138709,0.036439,0.044007,0.044011,0.093997,0.4526,0.541299,0.225596,0.101597,0.076129,0.060521,0.046698,0.033802,0.026677
2159.21,0.1487,1.402,3.565,0.259942,0.302548,0.302654,0.521512,0.180433,0.212275,0.212277,0.388054,0.105968,0.120728,0.120765,0.207549,1.8186,1.875603,0.74213,0.432959,0.28151,0.212928,0.160932,0.124745,0.107868
1496.7,0.147,0.587,7.566,0.159192,0.182309,0.182309,0.311644,0.10742,0.127569,0.127569,0.211748,0.064736,0.072911,0.072911,0.129946,1.3125,1.441194,0.543872,0.326904,0.209389,0.149569,0.106432,0.094664,0.078128
1311.32,0.1014,0.652,5.282,0.095731,0.115157,0.115215,0.239236,0.067602,0.080906,0.080947,0.140708,0.043176,0.04685,0.046851,0.074506,0.8616,0.935011,0.335831,0.18999,0.135396,0.095383,0.078083,0.061669,0.051274
596.05,0.0834,0.751,7.414,0.106417,0.131117,0.131118,0.263987,0.081284,0.091848,0.091849,0.171825,0.045916,0.052395,0.052396,0.091664,0.8497,0.857333,0.318349,0.190946,0.122059,0.090866,0.076841,0.056591,0.041367
2041.49,0.0337,0.698,4.68,0.03537,0.039315,0.039318,0.065498,0.022175,0.027067,0.027075,0.057376,0.01365,0.015614,0.01562,0.030455,0.2073,0.215686,0.095672,0.049891,0.03448,0.023808,0.01784,0.01485,0.011709
1495.74,0.1455,2.932,3.269,0.515015,0.592251,0.592252,1.079684,0.360989,0.413969,0.413971,0.745083,0.204659,0.236838,0.236839,0.476643,2.7216,3.173299,1.121759,0.660112,0.421866,0.316626,0.24537,0.179302,0.148295
2786.28,0.1344,2.19,3.726,0.376221,0.437023,0.43709,0.805796,0.266922,0.305208,0.305266,0.579885,0.147401,0.174153,0.174197,0.33022,2.077,2.36791,0.830034,0.517717,0.350588,0.251528,0.212318,0.173777,0.13745
544.26,0.1073,1.822,3.403,0.261901,0.286578,0.286717,0.415344,0.174755,0.192669,0.192691,0.301428,0.089914,0.107243,0.10779,0.20674,1.8358,1.99806,0.683749,0.388789,0.300924,0.19748,0.147995,0.126112,0.100149
1224.49,0.1471,2.368,4.419,0.504848,0.559342,0.559408,1.059064,0.350007,0.390218,0.390234,0.59648,0.191521,0.227894,0.228004,0.396941,2.4112,2.968053,1.02005,0.542869,0.419229,0.311611,0.205515,0.188718,0.130003
1244.5,0.0686,1.605,1.481,0.089259,0.101565,0.101568,0.163565,0.06277,0.071658,0.071687,0.129975,0.038441,0.041646,0.04169,0.059665,0.6075,0.636174,0.243375,0.137965,0.0874,0.06391,0.05248,0.03729,0.033426
2991.33,0.1381,0.702,6.614,0.15198,0.190999,0.191001,0.361097,0.112748,0.134105,0.134105,0.228,0.068388,0.076425,0.076426,0.123631,1.3202,1.239806,0.50422,0.312976,0.19221,0.138089,0.116995,0.089334,0.077032
1583.82,0.1076,1.121,1.135,0.086206,0.099391,0.099428,0.179935,0.061473,0.068641,0.068642,0.112722,0.03504,0.039124,0.039127,0.065423,0.8288,0.856558,0.335232,0.183418,0.126757,0.083255,0.076495,0.056931,0.043852
2272.29,0.1287,2.765,4.062,0.486362,0.549711,0.549732,0.974723,0.343671,0.384117,0.384119,0.663626,0.183213,0.21994,0.219949,0.381699,2.8172,2.922842,1.150606,0.637837,0.466036,0.351853,0.238508,0.181166,0.157051
2670.43,0.118,1.009,4.204,0.168551,0.18574,0.185766,0.352444,0.11763,0.13078,0.130785,0.217269,0.066524,0.074263,0.074274,0.134961,1.0225,1.046455,0.476764,0.224177,0.179929,0.12206,0.097037,0.075354,0.065414
1020.96,0.1467,1.152,1.682,0.146913,0.166305,0.166412,0.282835,0.096124,0.115402,0.115512,0.192773,0.060543,0.067656,0.06767,0.128383,1.5369,1.750191,0.596162,0.302173,0.219037,0.16007,0.120358,0.109402,0.07795
509.67,0.039,0.528,6.426,0.036424,0.041434,0.041462,0.077938,0.02407,0.02708,0.027082,0.043312,0.013886,0.01616,0.016258,0.026177,0.3012,0.322533,0.118785,0.067342,0.043599,0.033299,0.026515,0.018897,0.015141
2945.09,0.1035,2.835,4.99,0.443368,0.503433,0.503436,0.881368,0.306489,0.352484,0.35252,0.579957,0.180429,0.200777,0.200786,0.309466,1.9713,2.158867,0.922174,0.479077,0.38365,0.249675,0.19004,0.170317,0.130647
1718.57,0.1225,2.748,1.262,0.245832,0.291681,0.291842,0.58473,0.175958,0.201925,0.201943,0.38189,0.098732,0.115454,0.11551,0.220147,1.2246,1.496488,0.563319,0.263508,0.203291,0.14539,0.116322,0.092388,0.074459
1345.81,0.1183,1.29,2.13,0.152914,0.171175,0.171175,0.305271,0.106193,0.119824,0.119824,0.212764,0.060359,0.068477,0.068477,0.107673,1.3431,1.350098,0.529154,0.302808,0.204968,0.141794,0.108579,0.091481,0.0702
1472.24,0.0292,2.777,2.996,0.097336,0.108448,0.108449,0.176651,0.064348,0.074504,0.074528,0.147839,0.035831,0.042798,0.04281,0.079821,0.4208,0.46125,0.187917,0.105686,0.067775,0.053549,0.039595,0.030361,0.026024
2677.94,0.1092,0.554,7.3,0.115769,0.125295,0.125301,0.20206,0.075649,0.088079,0.08808,0.185244,0.045153,0.050082,0.050085,0.080069,0.8428,0.865556,0.333718,0.194017,0.122913,0.096354,0.072273,0.060506,0.047713
1329.61,0.0363,2.758,6.761,0.182232,0.197459,0.197518,0.341506,0.124198,0.139798,0.139815,0.237499,0.071001,0.080009,0.080016,0.139409,0.6547,0.758113,0.315098,0.16521,0.127234,0.076591,0.058442,0.052684,0.038883
2615.72,0.0767,2.021,6.688,0.276506,0.308675,0.308774,0.515009,0.187955,0.214518,0.214558,0.393687,0.103235,0.123135,0.123164,0.2092,1.1624,1.386432,0.51536,0.302086,0.204888,0.158659,0.112186,0.091023,0.072797
2432.7,0.146,0.854,7.436,0.205951,0.259171,0.259171,0.468208,0.148328,0.182585,0.182593,0.318156,0.092149,0.104358,0.104367,0.185299,1.7614,1.905278,0.681446,0.410653,0.306235,0.211989,0.157638,0.11413,0.103255
674.35,0.0701,1.336,6.914,0.164909,0.190898,0.191642,0.369186,0.112103,0.129374,0.129407,0.245102,0.068654,0.076973,0.07704,0.126699,0.9327,1.051197,0.399658,0.215353,0.143668,0.105709,0.080203,0.063867,0.053378
643.35,0.052,3.0,2.456,0.164783,0.184705,0.184943,0.338081,0.118569,0.132714,0.133118,0.220943,0.065375,0.074032,0.074131,0.126717,0.7817,0.777332,0.384211,0.174855,0.123358,0.091606,0.072512,0.058067,0.042892
2641.59,0.1305,1.292,7.711,0.316605,0.358458,0.358525,0.624636,0.231692,0.250526,0.250527,0.388529,0.121822,0.14403,0.144046,0.244021,1.8935,2.202878,0.729438,0.442929,0.281093,0.220297,0.17307,0.142687,0.124279
1681.6,0.0216,1.071,6.611,0.039969,0.045501,0.045503,0.081731,0.026945,0.031745,0.031745,0.061124,0.014493,0.018113,0.018113,0.035039,0.177,0.201632,0.071764,0.047454,0.032563,0.021282,0.018072,0.012383,0.011231
1725.07,0.1142,0.653,3.377,0.087373,0.104402,0.104403,0.17448,0.06589,0.074228,0.074232,0.138417,0.036716,0.042486,0.042492,0.082418,0.8781,0.941592,0.331238,0.209791,0.119934,0.097779,0.071428,0.052554,0.047323
1073.7,0.0429,2.301,3.686,0.127482,0.14415,0.14415,0.240345,0.089349,0.10336,0.10342,0.180844,0.049318,0.057932,0.05794,0.097024,0.5644,0.639459,0.244852,0.151105,0.087261,0.06575,0.04975,0.04321,0.032958
1583.23,0.0356,2.275,1.851,0.074616,0.084027,0.084048,0.151538,0.053193,0.058706,0.05872,0.111476,0.028348,0.034183,0.034194,0.068042,0.352,0.360792,0.139287,0.087458,0.060412,0.041046,0.032531,0.025538,0.021898
1303.21,0.0688,2.851,1.777,0.176546,0.200328,0.200442,0.339275,0.122199,0.138794,0.13893,0.236318,0.07407,0.079907,0.079956,0.134056,0.9084,0.944599,0.367736,0.204534,0.163572,0.113698,0.085424,0.065667,0.055247
2415.89,0.1106,0.773,7.946,0.155128,0.185279,0.185283,0.367089,0.117004,0.129204,0.129205,0.213603,0.067227,0.074165,0.074167,0.114217,1.0771,1.109533,0.472346,0.257274,0.178728,0.127234,0.090904,0.07714,0.065291
2885.17,0.095,0.71,6.42,0.112779,0.130499,0.130499,0.239528,0.078093,0.091752,0.091756,0.163289,0.045712,0.05215,0.05215,0.082989,0.7645,0.88078,0.292498,0.186055,0.138266,0.098163,0.064887,0.049304,0.043351
